"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U900","2020-02-19 00:00:00","63.000","231.000","1.900","12.300","0.760","1021.900","","0.000","-99.000","-99.000","-99.000","13.900","","8.300",""
"C0Z230","2020-02-19 00:00:00","31.000","314.000","4.400","14.400","0.590","1025.000","","0.000","-99.000","-99.000","-99.000","15.200","","9.500",""
"C0F9O0","2020-02-19 00:00:00","175.000","0.000","0.000","11.600","0.820","1003.500","","0.000","-99.000","-99.000","-99.000","20.200","","9.300",""
"C0C540","2020-02-19 00:00:00","46.000","56.000","2.500","12.300","0.670","1020.800","","0.000","-99.000","-99.000","-99.000","17.700","","9.000",""
"C0G770","2020-02-19 00:00:00","15.000","28.000","1.300","13.200","0.650","1023.000","","0.000","-99.000","-99.000","-99.000","20.000","","11.500",""
"C0V670","2020-02-19 00:00:00","20.000","338.000","2.300","15.800","0.730","1022.100","","0.000","-99.000","-99.000","-99.000","20.200","","12.100",""
"C0A870","2020-02-19 00:00:00","685.000","81.000","7.300","9.000","0.940","944.400","","0.000","-99.000","-99.000","-99.000","11.400","","6.800",""
"C0R220","2020-02-19 00:00:00","23.000","0.000","0.100","15.200","1.000","1022.000","","0.000","-99.000","-99.000","-99.000","21.300","","12.900",""
"C0Z220","2020-02-19 00:00:00","589.000","261.000","1.600","9.400","0.900","960.300","","0.000","-99.000","-99.000","-99.000","12.200","","4.700",""
"C0D560","2020-02-19 00:00:00","147.000","69.000","1.000","10.600","0.740","1008.400","","0.000","-99.000","-99.000","-99.000","17.500","","9.700",""
"C0I380","2020-02-19 00:00:00","258.000","0.000","0.000","11.400","0.970","993.600","","0.000","-99.000","-99.000","-99.000","20.600","","8.600",""
"C0Z020","2020-02-19 00:00:00","211.000","12.000","2.900","12.100","0.870","1001.900","","0.000","-99.000","-99.000","-99.000","12.800","","10.200",""
"C0Z190","2020-02-19 00:00:00","62.000","290.000","2.300","14.900","0.650","1020.000","","0.000","-99.000","-99.000","-99.000","15.600","","11.800",""
"C0C710","2020-02-19 00:00:00","143.000","0.000","0.200","8.700","0.880","1009.700","","0.000","-99.000","-99.000","-99.000","16.200","","8.600",""
"C0C680","2020-02-19 00:00:00","228.000","122.000","2.700","11.200","0.700","997.500","","0.000","-99.000","-99.000","-99.000","13.600","","7.100",""
"C0X140","2020-02-19 00:00:00","17.000","0.000","0.200","14.000","0.710","1022.200","","0.000","-99.000","-99.000","-99.000","21.800","","10.900",""
"C0V710","2020-02-19 00:00:00","34.000","337.000","2.600","17.000","0.710","1020.100","","0.000","-99.000","-99.000","-99.000","20.500","","13.400",""
"C0G840","2020-02-19 00:00:00","32.000","11.000","0.300","11.000","0.830","1020.700","","0.000","-99.000","-99.000","-99.000","21.700","","8.000",""
"C0S890","2020-02-19 00:00:00","238.000","2.000","1.700","12.700","0.760","1002.600","","0.000","-99.000","-99.000","-99.000","13.600","","11.100",""
"C0T820","2020-02-19 00:00:00","550.000","0.000","0.000","9.700","0.820","967.600","","0.000","-99.000","-99.000","-99.000","11.800","","8.300",""
"C0F9I0","2020-02-19 00:00:00","194.000","3.000","1.400","10.200","0.790","1001.100","","0.000","-99.000","-99.000","-99.000","17.900","","8.500",""
"C0C650","2020-02-19 00:00:00","208.000","56.000","2.300","11.200","0.720","1000.800","","0.000","7.400","48.000","","14.600","","8.100",""
"C0R600","2020-02-19 00:00:00","766.000","315.000","0.400","13.700","0.720","935.800","","0.000","-99.000","-99.000","-99.000","15.600","","10.900",""
"C0Z320","2020-02-19 00:00:00","646.000","0.000","0.000","8.500","1.000","951.700","","1.000","-99.000","-99.000","-99.000","10.400","","5.900",""
"C0V210","2020-02-19 00:00:00","734.000","0.000","0.000","12.600","0.810","941.400","","0.000","-99.000","-99.000","-99.000","19.000","","10.900",""
"C0K240","2020-02-19 00:00:00","1132.000","141.000","3.200","9.200","0.990","898.800","","0.000","-99.000","-99.000","-99.000","16.200","","8.600",""
"C0M520","2020-02-19 00:00:00","15.000","19.000","1.600","12.300","0.720","1022.500","","0.000","-99.000","-99.000","-99.000","20.500","","9.900",""
"C0A530","2020-02-19 00:00:00","300.000","58.000","1.200","9.100","0.990","991.600","","0.000","-99.000","-99.000","-99.000","12.800","","4.700",""
"C0E820","2020-02-19 00:00:00","220.000","208.000","0.800","6.600","0.920","999.500","","0.000","-99.000","-99.000","-99.000","16.900","","3.100",""
"C0K450","2020-02-19 00:00:00","35.000","359.000","1.700","12.400","0.640","1020.000","","0.000","-99.000","-99.000","-99.000","20.700","","10.000",""
"C0G760","2020-02-19 00:00:00","53.000","0.000","0.200","11.300","0.990","1021.400","","0.000","-99.000","-99.000","-99.000","20.800","","8.500",""
"CM0120","2020-02-19 00:00:00","4.000","51.000","3.300","13.600","0.640","1024.500","","0.000","-99.000","-99.000","-99.000","17.900","","11.700",""
"C0Z290","2020-02-19 00:00:00","946.000","0.000","0.000","8.200","0.890","919.000","","0.000","-99.000","-99.000","-99.000","8.300","","3.700",""
"C0V680","2020-02-19 00:00:00","40.000","6.000","1.700","15.200","0.770","1019.700","","0.000","-99.000","-99.000","-99.000","20.400","","11.200",""
"C0F9U0","2020-02-19 00:00:00","74.000","45.000","0.700","13.400","0.660","1015.800","","0.000","-99.000","-99.000","-99.000","20.800","","10.900",""
"C0AI10","2020-02-19 00:00:00","76.000","172.000","0.900","12.600","0.740","1016.900","","0.000","-99.000","-99.000","-99.000","15.400","","7.400",""
"C0V530","2020-02-19 00:00:00","34.000","1.000","0.900","13.700","0.960","1020.500","","0.000","-99.000","-99.000","-99.000","20.800","","10.100",""
"C0R550","2020-02-19 00:00:00","38.000","79.000","1.800","15.700","0.750","1020.600","","0.000","-99.000","-99.000","-99.000","21.900","","13.500",""
"C0F9L0","2020-02-19 00:00:00","253.000","49.000","1.600","10.600","0.840","994.300","","0.000","-99.000","-99.000","-99.000","19.200","","8.600",""
"C0A950","2020-02-19 00:00:00","60.000","82.000","6.400","14.600","0.590","1020.200","","0.000","-99.000","-99.000","-99.000","14.600","","11.800",""
"C0R160","2020-02-19 00:00:00","45.000","18.000","1.700","14.400","0.990","1018.600","","0.000","-99.000","-99.000","-99.000","22.200","","11.300",""
"C0F9S0","2020-02-19 00:00:00","43.000","360.000","1.600","12.500","0.680","1020.400","","0.000","-99.000","-99.000","-99.000","20.500","","10.400",""
"C0G870","2020-02-19 00:00:00","12.000","29.000","1.200","12.200","0.650","1024.600","","0.000","-99.000","-99.000","-99.000","19.400","","11.300",""
"C0R530","2020-02-19 00:00:00","16.000","41.000","1.700","16.400","0.670","1022.400","","0.000","-99.000","-99.000","-99.000","19.800","","13.100",""
"C0O840","2020-02-19 00:00:00","134.000","41.000","1.100","12.400","0.840","1007.100","","0.000","-99.000","-99.000","-99.000","20.100","","8.700",""
"C0A890","2020-02-19 00:00:00","40.000","0.000","0.000","10.700","0.940","1021.900","","0.000","-99.000","-99.000","-99.000","14.700","","6.800",""
"C0A660","2020-02-19 00:00:00","97.000","98.000","0.400","13.200","0.650","1015.200","","0.000","-99.000","-99.000","-99.000","14.400","","9.500",""
"C0T9H0","2020-02-19 00:00:00","725.000","327.000","1.100","9.700","0.870","943.900","","0.500","-99.000","-99.000","-99.000","9.700","","5.400",""
"C0R270","2020-02-19 00:00:00","51.000","37.000","0.900","18.200","0.630","1017.100","","1.000","-99.000","-99.000","-99.000","21.700","","15.100",""
"C0O980","2020-02-19 00:00:00","18.000","0.000","0.100","13.200","0.810","1024.000","","0.000","-99.000","-99.000","-99.000","23.000","","10.100",""
"C0T9I0","2020-02-19 00:00:00","152.000","220.000","1.600","12.200","0.780","1010.800","","0.000","-99.000","-99.000","-99.000","13.600","","10.000",""
"C0V760","2020-02-19 00:00:00","30.000","22.000","1.300","15.600","0.750","1021.500","","0.000","-99.000","-99.000","-99.000","21.100","","11.900",""
"C0AG90","2020-02-19 00:00:00","25.000","92.000","1.500","13.800","0.640","1024.000","","0.000","-99.000","-99.000","-99.000","16.600","","9.500",""
"C0R570","2020-02-19 00:00:00","37.000","2.000","1.600","15.700","0.860","1018.700","","0.000","-99.000","-99.000","-99.000","21.800","","12.800",""
"C0O900","2020-02-19 00:00:00","9.000","337.000","1.400","13.500","0.910","1024.000","","0.000","-99.000","-99.000","-99.000","21.600","","10.500",""
"C0AD00","2020-02-19 00:00:00","86.000","86.000","1.700","13.900","0.690","1017.100","","0.000","-99.000","-99.000","-99.000","15.200","","11.200",""
"C0AH00","2020-02-19 00:00:00","38.000","43.000","1.700","12.600","0.700","1022.400","","0.000","-99.000","-99.000","-99.000","15.200","","8.700",""
"C0X080","2020-02-19 00:00:00","2.000","18.000","2.200","13.100","0.700","1024.500","","0.000","-99.000","-99.000","-99.000","22.500","","10.300",""
"C0G910","2020-02-19 00:00:00","42.000","0.000","0.000","11.800","0.720","1020.700","","0.000","-99.000","-99.000","-99.000","20.000","","10.100",""
"C0I480","2020-02-19 00:00:00","2165.000","0.000","0.000","0.500","0.930","791.900","","0.000","-99.000","-99.000","-99.000","8.400","","0.300",""
"C0A860","2020-02-19 00:00:00","362.000","41.000","2.900","10.600","0.770","984.200","","0.000","-99.000","-99.000","-99.000","14.400","","7.000",""
"C0U940","2020-02-19 00:00:00","25.000","258.000","1.700","12.100","0.730","1025.800","","0.000","-99.000","-99.000","-99.000","14.500","","7.700",""
"C0S970","2020-02-19 00:00:00","19.000","22.000","0.900","16.800","0.600","1024.400","","0.000","-99.000","-99.000","-99.000","17.200","","14.600",""
"C0V260","2020-02-19 00:00:00","126.000","0.000","0.100","12.300","0.980","1009.700","","0.000","-99.000","-99.000","-99.000","23.200","","11.000",""
"C0H990","2020-02-19 00:00:00","3076.000","208.000","4.800","0.000","0.570","706.300","","0.000","-99.000","-99.000","-99.000","3.100","","-4.300",""
"C0F9K0","2020-02-19 00:00:00","30.000","44.000","2.700","11.400","0.710","1020.400","","0.000","-99.000","-99.000","-99.000","17.300","","10.200",""
"C0AH90","2020-02-19 00:00:00","660.000","0.000","0.000","7.000","0.990","953.400","","0.000","-99.000","-99.000","-99.000","8.700","","0.200",""
"C0F860","2020-02-19 00:00:00","2215.000","84.000","0.600","1.400","1.000","784.000","","0.000","-99.000","-99.000","-99.000","9.000","","1.100",""
"C0U890","2020-02-19 00:00:00","116.000","279.000","2.700","11.900","0.840","1015.400","","0.000","-99.000","-99.000","-99.000","13.400","","7.100",""
"C0G800","2020-02-19 00:00:00","15.000","35.000","3.300","11.800","0.720","1023.200","","0.000","-99.000","-99.000","-99.000","19.300","","10.100",""
"C0F850","2020-02-19 00:00:00","379.000","0.000","0.200","9.200","0.920","980.200","","0.000","-99.000","-99.000","-99.000","18.800","","6.000",""
"C0AH50","2020-02-19 00:00:00","275.000","95.000","4.700","11.600","0.700","993.400","","0.000","-99.000","-99.000","-99.000","13.700","","8.000",""
"C0Z160","2020-02-19 00:00:00","124.000","217.000","0.800","12.300","0.890","1014.200","","0.000","-99.000","-99.000","-99.000","15.100","","10.600",""
"C0R540","2020-02-19 00:00:00","17.000","21.000","2.200","16.800","0.680","1022.000","","0.000","-99.000","-99.000","-99.000","20.600","","14.200",""
"C0K480","2020-02-19 00:00:00","56.000","19.000","1.100","11.900","0.770","1018.000","","0.000","-99.000","-99.000","-99.000","20.700","","9.100",""
"C0H890","2020-02-19 00:00:00","440.000","0.000","0.000","11.100","0.920","972.600","","0.000","-99.000","-99.000","-99.000","20.100","","10.000",""
"C0S770","2020-02-19 00:00:00","375.000","158.000","0.500","13.600","0.700","983.200","","0.500","-99.000","-99.000","-99.000","14.000","","11.200",""
"C0X230","2020-02-19 00:00:00","29.000","1.000","1.900","11.700","0.770","1022.700","","0.000","-99.000","-99.000","-99.000","20.000","","9.400",""
"C0R490","2020-02-19 00:00:00","49.000","17.000","2.200","15.400","0.810","1018.000","","0.000","-99.000","-99.000","-99.000","22.600","","12.300",""
"C0V440","2020-02-19 00:00:00","27.000","317.000","1.400","15.500","0.710","1020.900","","0.000","-99.000","-99.000","-99.000","21.800","","12.000",""
"C0SA40","2020-02-19 00:00:00","200.000","310.000","0.500","12.800","0.740","1004.500","","0.000","-99.000","-99.000","-99.000","13.800","","11.100",""
"C0Z280","2020-02-19 00:00:00","224.000","0.000","0.200","11.600","0.980","1003.100","","0.000","-99.000","-99.000","-99.000","13.200","","9.900",""
"C0Z070","2020-02-19 00:00:00","247.000","0.000","0.000","11.300","1.000","998.300","","0.000","-99.000","-99.000","-99.000","13.000","","9.600",""
"CM0180","2020-02-19 00:00:00","313.000","0.000","0.100","12.200","0.930","988.800","","0.500","-99.000","-99.000","-99.000","21.400","","12.200",""
"C0T9N0","2020-02-19 00:00:00","261.000","61.000","0.700","11.800","0.850","997.400","","0.000","-99.000","-99.000","-99.000","13.400","","10.000",""
"C0K470","2020-02-19 00:00:00","97.000","110.000","1.000","10.100","0.990","1013.100","","0.000","-99.000","-99.000","-99.000","20.300","","8.500",""
"C0R720","2020-02-19 00:00:00","214.000","18.000","6.200","15.800","0.740","1000.700","","0.000","-99.000","-99.000","-99.000","16.100","","12.900",""
"C0V650","2020-02-19 00:00:00","28.000","26.000","1.500","15.100","0.770","1023.400","","0.000","-99.000","-99.000","-99.000","19.700","","11.500",""
"C0H9C0","2020-02-19 00:00:00","3402.000","314.000","1.600","-1.800","0.680","675.800","","0.000","-99.000","-99.000","-99.000","-0.700","","-4.900",""
"C0U780","2020-02-19 00:00:00","15.000","265.000","1.100","12.500","0.730","1026.600","","0.000","-99.000","-99.000","-99.000","14.300","","8.600",""
"C0U760","2020-02-19 00:00:00","22.000","0.000","0.000","12.500","0.910","1027.000","","0.000","-99.000","-99.000","-99.000","16.100","","10.000",""
"C0X290","2020-02-19 00:00:00","10.000","23.000","3.400","14.100","0.720","1023.500","","0.000","-99.000","-99.000","-99.000","19.000","","10.900",""
"C0E830","2020-02-19 00:00:00","37.000","59.000","2.200","11.500","0.700","1021.000","","0.000","-99.000","-99.000","-99.000","17.800","","10.800",""
"C0K330","2020-02-19 00:00:00","38.000","342.000","0.500","11.900","0.740","1020.100","","0.000","-99.000","-99.000","-99.000","21.000","","9.600",""
"C0M660","2020-02-19 00:00:00","40.000","359.000","1.200","12.400","0.730","1020.800","","0.000","-99.000","-99.000","-99.000","19.800","","10.000",""
"C0D580","2020-02-19 00:00:00","120.000","0.000","0.000","7.400","0.930","1011.200","","0.000","-99.000","-99.000","-99.000","17.600","","7.400",""
"C0R640","2020-02-19 00:00:00","21.000","19.000","1.400","17.000","0.770","1022.600","","0.000","-99.000","-99.000","-99.000","20.100","","13.900",""
"C0E810","2020-02-19 00:00:00","53.000","0.000","0.000","8.000","0.930","1019.700","","0.000","-99.000","-99.000","-99.000","18.700","","8.000",""
"C0G830","2020-02-19 00:00:00","27.000","3.000","1.800","11.800","0.760","1020.200","","0.000","-99.000","-99.000","-99.000","19.500","","9.800",""
"C0A550","2020-02-19 00:00:00","422.000","0.000","0.000","9.900","0.940","978.000","","0.000","-99.000","-99.000","-99.000","11.000","","4.400",""
"C0G750","2020-02-19 00:00:00","31.000","3.000","1.100","11.800","0.720","1022.200","","0.000","-99.000","-99.000","-99.000","20.200","","10.100",""
"C0Z270","2020-02-19 00:00:00","343.000","0.000","0.000","11.600","0.750","987.700","","0.000","-99.000","-99.000","-99.000","12.500","","9.200",""
"C0UA30","2020-02-19 00:00:00","1397.000","266.000","1.400","2.200","1.000","868.500","","0.000","-99.000","-99.000","-99.000","2.500","","-1.100",""
"C0I080","2020-02-19 00:00:00","536.000","0.000","0.200","11.300","0.900","965.100","","0.000","-99.000","-99.000","-99.000","19.800","","9.000",""
"C0UA00","2020-02-19 00:00:00","392.000","0.000","0.200","7.800","0.940","982.900","","0.000","-99.000","-99.000","-99.000","12.800","","5.400",""
"C0AD40","2020-02-19 00:00:00","32.000","48.000","2.500","12.900","0.660","1022.300","","0.000","-99.000","-99.000","-99.000","16.000","","9.200",""
"C0G900","2020-02-19 00:00:00","20.000","31.000","2.900","12.900","0.730","1021.400","","0.000","-99.000","-99.000","-99.000","18.100","","11.100",""
"C0S660","2020-02-19 00:00:00","794.000","0.000","0.100","8.700","0.960","937.400","","1.000","-99.000","-99.000","-99.000","9.700","","5.600",""
"C0M640","2020-02-19 00:00:00","155.000","0.000","0.000","12.500","0.830","1006.000","","0.000","-99.000","-99.000","-99.000","20.200","","9.200",""
"C0R660","2020-02-19 00:00:00","20.000","143.000","0.800","17.000","0.630","1022.600","","0.000","-99.000","-99.000","-99.000","20.000","","15.400",""
"C0UA10","2020-02-19 00:00:00","1711.000","317.000","0.500","0.200","1.000","838.000","","0.000","-99.000","-99.000","-99.000","0.800","","-3.000",""
"C0V770","2020-02-19 00:00:00","26.000","347.000","0.600","14.800","0.750","1021.500","","0.000","-99.000","-99.000","-99.000","20.900","","11.300",""
"C0E730","2020-02-19 00:00:00","26.000","134.000","1.200","9.900","0.810","1021.000","","0.000","-99.000","-99.000","-99.000","17.700","","9.900",""
"C0V810","2020-02-19 00:00:00","32.000","336.000","1.600","15.500","0.720","1019.800","","0.000","-99.000","-99.000","-99.000","19.100","","12.000",""
"C0A9C0","2020-02-19 00:00:00","35.000","126.000","3.000","14.000","0.650","1023.100","","0.000","-99.000","-99.000","-99.000","15.000","","8.900",""
"C0X310","2020-02-19 00:00:00","9.000","17.000","3.600","14.500","0.720","1024.500","","0.000","-99.000","-99.000","-99.000","18.900","","10.800",""
"C0K280","2020-02-19 00:00:00","23.000","10.000","1.600","12.100","0.720","1024.500","","0.000","-99.000","-99.000","-99.000","21.100","","10.400",""
"C0M650","2020-02-19 00:00:00","20.000","5.000","1.500","12.700","0.690","1022.900","","0.000","-99.000","-99.000","-99.000","20.900","","10.200",""
"C0S910","2020-02-19 00:00:00","212.000","170.000","2.400","17.100","0.830","1002.000","","0.000","7.800","212.000","","17.100","","14.800",""
"C0D570","2020-02-19 00:00:00","15.000","0.000","0.000","8.500","0.930","1024.100","","0.000","-99.000","-99.000","-99.000","19.100","","8.400",""
"C0M710","2020-02-19 00:00:00","15.000","10.000","1.400","13.000","0.720","1023.400","","0.000","-99.000","-99.000","-99.000","19.400","","10.600",""
"C0V490","2020-02-19 00:00:00","20.000","343.000","1.400","16.500","0.660","1022.500","","0.000","-99.000","-99.000","-99.000","20.200","","13.200",""
"C0E870","2020-02-19 00:00:00","34.000","119.000","1.100","8.600","0.940","1023.700","","0.000","-99.000","-99.000","-99.000","18.400","","8.600",""
"C0M800","2020-02-19 00:00:00","440.000","108.000","0.600","12.000","0.900","973.800","","0.000","-99.000","-99.000","-99.000","19.400","","12.000",""
"C0A570","2020-02-19 00:00:00","360.000","85.000","1.700","10.400","0.830","984.800","","0.000","-99.000","-99.000","-99.000","12.300","","4.700",""
"C0S790","2020-02-19 00:00:00","236.000","350.000","0.600","13.400","0.750","1000.900","","0.000","-99.000","-99.000","-99.000","15.300","","11.600",""
"C0D590","2020-02-19 00:00:00","143.000","50.000","3.100","11.200","0.740","1009.500","","0.000","-99.000","-99.000","-99.000","17.100","","8.500",""
"C0U990","2020-02-19 00:00:00","31.000","252.000","1.400","12.900","0.710","1025.000","","0.000","-99.000","-99.000","-99.000","14.400","","8.900",""
"C0A970","2020-02-19 00:00:00","96.000","53.000","4.800","13.400","0.780","1017.100","","0.000","10.000","57.000","","15.000","","10.700",""
"CM0110","2020-02-19 00:00:00","7.000","46.000","2.500","12.400","0.630","1024.700","","-99.000","-99.000","-99.000","-99.000","18.900","","10.900",""
"C0S940","2020-02-19 00:00:00","150.000","11.000","0.900","13.800","0.740","1009.500","","0.000","-99.000","-99.000","-99.000","14.300","","11.300",""
"C0X250","2020-02-19 00:00:00","33.000","12.000","1.200","13.300","0.680","1020.800","","0.000","-99.000","-99.000","-99.000","20.900","","10.100",""
"C0K520","2020-02-19 00:00:00","10.000","25.000","0.900","12.400","0.710","1022.800","","0.000","-99.000","-99.000","-99.000","20.100","","10.600",""
"C0Z200","2020-02-19 00:00:00","153.000","182.000","0.300","12.100","0.990","1010.500","","0.000","-99.000","-99.000","-99.000","14.700","","10.400",""
"C0D480","2020-02-19 00:00:00","223.000","0.000","0.000","9.800","0.830","997.900","","0.000","-99.000","-99.000","-99.000","17.300","","7.900",""
"C0F0C0","2020-02-19 00:00:00","983.000","181.000","0.600","8.100","0.990","911.800","","0.000","-99.000","-99.000","-99.000","17.800","","7.600",""
"C0U860","2020-02-19 00:00:00","5.000","301.000","0.300","12.900","0.740","1027.600","","0.000","-99.000","-99.000","-99.000","15.400","","9.300",""
"C0UA50","2020-02-19 00:00:00","808.000","133.000","1.400","8.300","0.930","933.900","","0.000","-99.000","-99.000","-99.000","10.700","","3.600",""
"C0X320","2020-02-19 00:00:00","30.000","70.000","0.800","11.400","0.920","1020.400","","0.000","-99.000","-99.000","-99.000","21.900","","9.000",""
"C0T960","2020-02-19 00:00:00","120.000","0.000","0.100","12.000","1.000","1013.400","","0.000","-99.000","-99.000","-99.000","14.900","","10.400",""
"C0SA80","2020-02-19 00:00:00","136.000","270.000","0.400","13.300","0.880","1011.100","","0.000","-99.000","-99.000","-99.000","16.200","","12.500",""
"C0E780","2020-02-19 00:00:00","160.000","0.000","0.100","9.000","0.860","1006.500","","0.000","-99.000","-99.000","-99.000","18.800","","6.800",""
"C0F9Q0","2020-02-19 00:00:00","149.000","63.000","1.800","10.600","0.800","1006.400","","0.000","-99.000","-99.000","-99.000","20.400","","9.000",""
"C0F9X0","2020-02-19 00:00:00","166.000","3.000","1.600","10.800","0.780","1005.000","","0.000","-99.000","-99.000","-99.000","18.200","","8.800",""
"C0S730","2020-02-19 00:00:00","110.000","44.000","5.500","14.800","0.910","1014.200","","3.000","11.000","20.000","","16.200","","14.000",""
"C0T790","2020-02-19 00:00:00","2830.000","290.000","1.300","0.700","0.400","727.900","","0.500","-99.000","-99.000","-99.000","9.800","","-1.800",""
"C0M830","2020-02-19 00:00:00","540.000","0.000","0.000","11.100","0.920","963.100","","0.000","-99.000","-99.000","-99.000","19.700","","11.100",""
"C0V750","2020-02-19 00:00:00","50.000","1.000","1.300","15.400","0.710","1020.000","","0.000","-99.000","-99.000","-99.000","21.200","","12.000",""
"C0K530","2020-02-19 00:00:00","12.000","43.000","1.300","12.700","0.700","1023.600","","0.000","-99.000","-99.000","-99.000","18.800","","11.300",""
"C0M780","2020-02-19 00:00:00","30.000","12.000","0.400","12.400","0.730","1021.600","","0.000","-99.000","-99.000","-99.000","21.000","","9.800",""
"C0V360","2020-02-19 00:00:00","94.000","35.000","0.400","10.600","0.960","1013.300","","0.000","-99.000","-99.000","-99.000","23.400","","8.600",""
"C0K510","2020-02-19 00:00:00","10.000","10.000","1.400","12.400","0.720","1023.000","","0.000","-99.000","-99.000","-99.000","20.200","","10.200",""
"C0D650","2020-02-19 00:00:00","97.000","50.000","4.100","12.100","0.690","1014.100","","0.000","-99.000","-99.000","-99.000","15.600","","9.300",""
"C0V630","2020-02-19 00:00:00","19.000","14.000","1.000","15.000","0.660","1024.800","","0.000","-99.000","-99.000","-99.000","19.900","","11.400",""
"C0U910","2020-02-19 00:00:00","17.000","272.000","1.000","13.100","0.770","1025.800","","0.000","-99.000","-99.000","-99.000","14.600","","10.400",""
"C0U600","2020-02-19 00:00:00","10.000","300.000","0.600","12.200","0.790","1026.100","","0.000","-99.000","-99.000","-99.000","14.400","","9.100",""
"C0G820","2020-02-19 00:00:00","29.000","0.000","0.200","11.100","0.830","1021.800","","0.000","-99.000","-99.000","-99.000","22.100","","7.900",""
"C0R590","2020-02-19 00:00:00","72.000","13.000","2.300","14.800","0.940","1015.900","","0.000","-99.000","-99.000","-99.000","21.800","","11.500",""
"C0A9E0","2020-02-19 00:00:00","26.000","127.000","0.800","13.800","0.610","1024.600","","0.000","-99.000","-99.000","-99.000","16.500","","10.400",""
"C0R480","2020-02-19 00:00:00","57.000","44.000","1.500","15.100","0.860","1017.900","","0.000","-99.000","-99.000","-99.000","21.800","","12.000",""
"C0X300","2020-02-19 00:00:00","70.000","0.000","0.000","11.200","0.960","1016.200","","0.000","-99.000","-99.000","-99.000","21.100","","8.700",""
"C0U970","2020-02-19 00:00:00","7.000","255.000","1.700","12.400","0.750","1028.100","","0.000","-99.000","-99.000","-99.000","14.400","","9.700",""
"C0R340","2020-02-19 00:00:00","230.000","20.000","1.500","14.000","0.790","998.500","","0.000","-99.000","-99.000","-99.000","18.100","","11.800",""
"C0I110","2020-02-19 00:00:00","161.000","69.000","1.000","13.300","0.860","1006.600","","0.000","-99.000","-99.000","-99.000","20.500","","9.600",""
"C0V370","2020-02-19 00:00:00","74.000","0.000","0.000","12.500","0.930","1016.600","","0.000","-99.000","-99.000","-99.000","22.100","","9.100",""
"C0C690","2020-02-19 00:00:00","242.000","153.000","1.500","11.200","0.660","996.800","","0.000","-99.000","-99.000","-99.000","14.600","","7.500",""
"C0A540","2020-02-19 00:00:00","401.000","0.000","0.100","10.200","0.820","978.900","","0.000","-99.000","-99.000","-99.000","11.400","","4.400",""
"C0SA60","2020-02-19 00:00:00","6.000","341.000","1.700","15.000","0.670","1025.800","","0.000","-99.000","-99.000","-99.000","16.500","","13.000",""
"C0H950","2020-02-19 00:00:00","192.000","0.000","0.000","9.600","0.990","1002.800","","0.000","-99.000","-99.000","-99.000","20.200","","6.800",""
"C0O960","2020-02-19 00:00:00","112.000","50.000","0.900","12.600","0.880","1011.400","","0.000","-99.000","-99.000","-99.000","22.200","","8.900",""
"C0E880","2020-02-19 00:00:00","507.000","53.000","2.200","8.700","0.880","965.200","","0.000","-99.000","-99.000","-99.000","16.700","","6.300",""
"C0AH10","2020-02-19 00:00:00","30.000","105.000","3.500","13.900","0.660","1023.000","","0.000","-99.000","-99.000","-99.000","15.900","","10.600",""
"C0R680","2020-02-19 00:00:00","13.000","39.000","4.000","17.300","0.780","1024.700","","1.000","-99.000","-99.000","-99.000","18.900","","14.700",""
"C0X210","2020-02-19 00:00:00","38.000","18.000","0.600","13.300","0.790","1018.400","","0.000","-99.000","-99.000","-99.000","20.600","","10.600",""
"C0D430","2020-02-19 00:00:00","87.000","0.000","0.000","6.700","0.980","1014.200","","0.000","-99.000","-99.000","-99.000","18.600","","4.700",""
"C0AD30","2020-02-19 00:00:00","20.000","123.000","2.200","14.100","0.610","1021.900","","0.000","-99.000","-99.000","-99.000","16.400","","11.200",""
"C0R240","2020-02-19 00:00:00","87.000","97.000","0.600","15.200","0.760","1013.400","","0.000","-99.000","-99.000","-99.000","21.600","","12.800",""
"C0AI30","2020-02-19 00:00:00","26.000","96.000","3.800","14.000","0.680","1024.600","","0.000","-99.000","-99.000","-99.000","15.100","","10.900",""
"C0U960","2020-02-19 00:00:00","1885.000","246.000","2.500","0.800","1.000","819.500","","0.000","-99.000","-99.000","-99.000","1.500","","-4.900",""
"C0T9E0","2020-02-19 00:00:00","415.000","0.000","0.000","10.600","0.760","979.900","","0.000","-99.000","-99.000","-99.000","12.600","","8.100",""
"C0D550","2020-02-19 00:00:00","1956.000","168.000","0.400","4.500","0.600","814.800","","0.000","-99.000","-99.000","-99.000","10.500","","1.300",""
"C0C630","2020-02-19 00:00:00","209.000","54.000","2.600","11.300","0.710","1000.900","","0.000","-99.000","-99.000","-99.000","14.900","","8.900",""
"C0K560","2020-02-19 00:00:00","117.000","116.000","0.500","10.300","0.890","1011.600","","0.000","-99.000","-99.000","-99.000","20.600","","9.000",""
"C0R150","2020-02-19 00:00:00","105.000","96.000","1.900","15.100","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","23.100","","11.800",""
"C0S690","2020-02-19 00:00:00","522.000","25.000","0.600","11.800","0.760","966.700","","0.000","-99.000","-99.000","-99.000","13.500","","10.000",""
