"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0R470","2020-02-19 11:00:00","103.000","186.000","0.600","21.700","0.520","1013.200","","0.000","-99.000","-99.000","-99.000","21.700","","13.200",""
"C0M770","2020-02-19 11:00:00","164.000","285.000","2.400","19.000","0.600","1005.100","","0.000","-99.000","-99.000","-99.000","19.300","","10.500",""
"C0S930","2020-02-19 11:00:00","248.000","104.000","0.800","17.900","0.600","998.200","","0.000","-99.000","-99.000","-99.000","17.900","","10.700",""
"C0F9Y0","2020-02-19 11:00:00","3313.000","289.000","2.400","3.600","0.490","687.900","","0.000","8.700","330.000","","3.600","","-2.200",""
"C0O810","2020-02-19 11:00:00","161.000","178.000","1.200","22.300","0.650","1006.900","","0.000","-99.000","-99.000","-99.000","22.300","","10.800",""
"C0R520","2020-02-19 11:00:00","18.000","344.000","0.900","21.700","0.600","1022.700","","0.000","-99.000","-99.000","-99.000","21.700","","14.000",""
"C0G880","2020-02-19 11:00:00","92.000","303.000","1.100","20.200","0.600","1014.000","","0.000","-99.000","-99.000","-99.000","20.200","","11.300",""
"C0R260","2020-02-19 11:00:00","76.000","297.000","0.900","22.500","0.460","1015.200","","0.000","-99.000","-99.000","-99.000","22.700","","13.100",""
"C0U950","2020-02-19 11:00:00","1012.000","126.000","10.400","8.500","1.000","911.000","","0.000","-99.000","-99.000","-99.000","8.600","","5.600",""
"C0O860","2020-02-19 11:00:00","38.000","312.000","1.100","20.000","0.640","1019.700","","0.000","-99.000","-99.000","-99.000","20.000","","10.900",""
"C0R320","2020-02-19 11:00:00","7.000","60.000","6.800","21.900","0.570","1024.100","","0.000","12.400","73.000","","21.900","","16.300",""
"C0S980","2020-02-19 11:00:00","901.000","40.000","0.700","14.900","0.760","923.400","","0.000","-99.000","-99.000","-99.000","15.000","","8.400",""
"C0X110","2020-02-19 11:00:00","20.000","22.000","1.200","20.200","0.490","1023.000","","0.000","-99.000","-99.000","-99.000","20.200","","13.400",""
"C0V310","2020-02-19 11:00:00","46.000","197.000","1.200","21.600","0.420","1018.400","","0.000","-99.000","-99.000","-99.000","22.000","","13.000",""
"C0G620","2020-02-19 11:00:00","110.000","328.000","1.600","22.000","0.480","1011.600","","0.000","-99.000","-99.000","-99.000","22.000","","9.100",""
"C0AD50","2020-02-19 11:00:00","84.000","56.000","2.400","19.200","0.580","1014.700","","0.000","8.800","68.000","","19.200","","13.200",""
"C0A9A0","2020-02-19 11:00:00","24.000","104.000","3.000","19.500","0.500","1021.900","","0.000","8.800","96.000","","19.500","","13.000",""
"C0O830","2020-02-19 11:00:00","127.000","267.000","1.100","21.900","0.530","1010.400","","0.000","-99.000","-99.000","-99.000","21.900","","10.400",""
"C0S760","2020-02-19 11:00:00","1621.000","170.000","0.500","8.800","0.890","846.500","","0.000","-99.000","-99.000","-99.000","8.800","","3.600",""
"C0X160","2020-02-19 11:00:00","26.000","316.000","1.200","20.600","0.540","1022.300","","0.000","-99.000","-99.000","-99.000","20.600","","12.600",""
"C0C490","2020-02-19 11:00:00","157.000","45.000","1.900","19.200","0.520","1005.700","","0.000","-99.000","-99.000","-99.000","19.200","","12.400",""
"C0F970","2020-02-19 11:00:00","145.000","255.000","1.200","19.000","0.500","1006.900","","0.000","-99.000","-99.000","-99.000","19.000","","10.600",""
"C0R440","2020-02-19 11:00:00","1654.000","112.000","1.900","8.300","0.950","840.700","","0.500","-99.000","-99.000","-99.000","8.400","","4.600",""
"C0M690","2020-02-19 11:00:00","33.000","326.000","1.300","19.300","0.590","1020.300","","0.000","-99.000","-99.000","-99.000","19.300","","10.800",""
"C0V690","2020-02-19 11:00:00","30.000","262.000","2.800","20.300","0.640","1022.000","","0.000","-99.000","-99.000","-99.000","20.900","","14.400",""
"C0Z210","2020-02-19 11:00:00","126.000","296.000","0.800","19.000","0.490","1012.900","","0.000","-99.000","-99.000","-99.000","19.300","","11.000",""
"C0U770","2020-02-19 11:00:00","5.000","305.000","1.400","17.300","0.630","1026.700","","0.000","-99.000","-99.000","-99.000","17.400","","13.100",""
"C0Z080","2020-02-19 11:00:00","298.000","0.000","0.000","20.800","0.530","991.500","","0.000","-99.000","-99.000","-99.000","20.800","","10.200",""
"C0G640","2020-02-19 11:00:00","17.000","345.000","3.100","19.300","0.590","1025.900","","0.000","-99.000","-99.000","-99.000","19.400","","10.700",""
"C0X200","2020-02-19 11:00:00","61.000","263.000","0.700","19.800","0.590","1017.500","","0.000","-99.000","-99.000","-99.000","19.800","","9.400",""
"C0U900","2020-02-19 11:00:00","63.000","83.000","2.000","17.900","0.590","1020.400","","0.000","-99.000","-99.000","-99.000","17.900","","12.200",""
"C0Z230","2020-02-19 11:00:00","31.000","3.000","0.900","18.500","0.560","1024.300","","0.000","-99.000","-99.000","-99.000","19.000","","13.600",""
"C0C540","2020-02-19 11:00:00","46.000","118.000","1.200","20.800","0.510","1019.400","","0.000","-99.000","-99.000","-99.000","20.800","","12.200",""
"C0G770","2020-02-19 11:00:00","15.000","357.000","2.000","19.200","0.530","1023.300","","0.000","-99.000","-99.000","-99.000","19.700","","12.100",""
"C0V670","2020-02-19 11:00:00","20.000","256.000","1.400","21.400","0.530","1022.200","","0.000","-99.000","-99.000","-99.000","21.400","","13.400",""
"C0A870","2020-02-19 11:00:00","685.000","122.000","6.400","15.200","0.760","943.600","","0.000","12.100","127.000","","15.300","","8.600",""
"C0R220","2020-02-19 11:00:00","23.000","262.000","1.700","21.100","0.560","1022.100","","0.000","-99.000","-99.000","-99.000","21.900","","13.700",""
"C0Z220","2020-02-19 11:00:00","589.000","348.000","0.700","15.600","0.680","959.500","","0.000","-99.000","-99.000","-99.000","16.300","","8.400",""
"C0D560","2020-02-19 11:00:00","147.000","311.000","2.100","19.000","0.510","1007.900","","0.000","-99.000","-99.000","-99.000","19.700","","10.200",""
"C0I380","2020-02-19 11:00:00","258.000","277.000","2.200","20.200","0.500","993.500","","0.000","-99.000","-99.000","-99.000","20.200","","9.900",""
"C0Z020","2020-02-19 11:00:00","211.000","103.000","0.800","16.900","0.670","1001.000","","0.000","-99.000","-99.000","-99.000","17.100","","11.300",""
"C0Z190","2020-02-19 11:00:00","62.000","132.000","1.300","18.100","0.670","1019.200","","0.000","-99.000","-99.000","-99.000","18.800","","12.800",""
"C0C710","2020-02-19 11:00:00","143.000","300.000","3.100","18.700","0.530","1007.800","","0.000","-99.000","-99.000","-99.000","19.400","","7.700",""
"C0C680","2020-02-19 11:00:00","228.000","104.000","3.600","17.500","0.570","995.900","","0.000","10.100","123.000","","17.500","","11.100",""
"C0X140","2020-02-19 11:00:00","17.000","351.000","1.200","20.600","0.510","1022.400","","0.000","-99.000","-99.000","-99.000","20.600","","11.300",""
"C0V710","2020-02-19 11:00:00","34.000","291.000","1.200","21.600","0.560","1020.100","","0.000","-99.000","-99.000","-99.000","21.600","","15.200",""
"C0G840","2020-02-19 11:00:00","32.000","261.000","0.700","20.100","0.550","1020.900","","0.000","-99.000","-99.000","-99.000","20.100","","9.200",""
"C0S890","2020-02-19 11:00:00","238.000","290.000","0.900","19.300","0.520","1001.700","","0.000","-99.000","-99.000","-99.000","19.300","","10.000",""
"C0T820","2020-02-19 11:00:00","550.000","123.000","2.000","17.200","0.500","965.700","","0.000","-99.000","-99.000","-99.000","17.700","","7.900",""
"C0F9I0","2020-02-19 11:00:00","194.000","328.000","3.000","18.000","0.540","1002.000","","0.000","-99.000","-99.000","-99.000","18.700","","9.900",""
"C0C650","2020-02-19 11:00:00","208.000","5.000","0.800","17.900","0.550","999.900","","0.000","-99.000","-99.000","-99.000","18.000","","11.000",""
"C0R600","2020-02-19 11:00:00","766.000","232.000","1.700","17.100","0.680","936.300","","0.000","-99.000","-99.000","-99.000","17.100","","12.500",""
"C0Z320","2020-02-19 11:00:00","646.000","76.000","0.800","15.300","0.600","951.900","","0.000","-99.000","-99.000","-99.000","17.200","","7.900",""
"C0V210","2020-02-19 11:00:00","734.000","225.000","3.000","19.600","0.420","940.800","","0.000","-99.000","-99.000","-99.000","19.700","","10.700",""
"C0K240","2020-02-19 11:00:00","1132.000","309.000","1.400","17.000","0.660","900.000","","0.000","-99.000","-99.000","-99.000","17.100","","8.800",""
"C0M520","2020-02-19 11:00:00","15.000","359.000","1.600","18.900","0.540","1022.900","","0.000","-99.000","-99.000","-99.000","18.900","","9.700",""
"C0A530","2020-02-19 11:00:00","300.000","65.000","1.700","18.000","0.680","990.100","","0.000","8.200","45.000","","19.200","","8.200",""
"C0E820","2020-02-19 11:00:00","220.000","280.000","2.000","18.200","0.570","999.100","","0.000","-99.000","-99.000","-99.000","18.800","","6.500",""
"C0K450","2020-02-19 11:00:00","35.000","280.000","1.300","18.800","0.520","1020.200","","0.000","-99.000","-99.000","-99.000","18.800","","10.800",""
"C0G760","2020-02-19 11:00:00","53.000","247.000","1.700","19.900","0.580","1021.300","","0.000","-99.000","-99.000","-99.000","19.900","","9.400",""
"CM0120","2020-02-19 11:00:00","4.000","12.000","1.600","18.400","0.550","1024.900","","0.000","-99.000","-99.000","-99.000","18.400","","11.900",""
"C0Z290","2020-02-19 11:00:00","946.000","0.000","0.000","11.400","0.820","919.000","","0.000","-99.000","-99.000","-99.000","12.200","","7.700",""
"C0V680","2020-02-19 11:00:00","40.000","210.000","1.500","21.300","0.570","1019.800","","0.000","-99.000","-99.000","-99.000","21.300","","13.000",""
"C0F9U0","2020-02-19 11:00:00","74.000","205.000","1.800","20.100","0.510","1016.100","","0.000","-99.000","-99.000","-99.000","20.100","","11.800",""
"C0AI10","2020-02-19 11:00:00","76.000","126.000","3.100","19.500","0.500","1014.900","","0.000","8.800","105.000","","19.500","","11.400",""
"C0R350","2020-02-19 11:00:00","35.000","57.000","5.700","21.700","0.600","1020.800","","0.000","11.500","49.000","","21.800","","15.700",""
"C0T9F0","2020-02-19 11:00:00","251.000","0.000","0.100","17.300","0.630","997.500","","0.000","-99.000","-99.000","-99.000","18.100","","12.000",""
"C0D390","2020-02-19 11:00:00","146.000","0.000","0.200","19.700","0.510","1005.700","","0.000","-99.000","-99.000","-99.000","19.700","","8.000",""
"C0E430","2020-02-19 11:00:00","258.000","284.000","0.600","19.200","0.560","998.000","","0.000","-99.000","-99.000","-99.000","19.200","","7.800",""
"C0O990","2020-02-19 11:00:00","18.000","336.000","0.800","20.900","0.560","1022.700","","0.000","-99.000","-99.000","-99.000","20.900","","11.400",""
"CM0010","2020-02-19 11:00:00","68.000","10.000","2.900","19.100","0.500","1017.000","","0.000","-99.000","-99.000","-99.000","19.200","","10.900",""
"C0K500","2020-02-19 11:00:00","12.000","331.000","1.600","18.900","0.550","1022.700","","0.000","-99.000","-99.000","-99.000","18.900","","10.200",""
"C0X260","2020-02-19 11:00:00","39.000","302.000","1.600","19.100","0.600","1020.900","","0.000","-99.000","-99.000","-99.000","19.100","","10.700",""
"C0ACA0","2020-02-19 11:00:00","25.000","65.000","2.000","19.800","0.470","1020.400","","0.000","7.700","63.000","","19.800","","13.700",""
"C0X180","2020-02-19 11:00:00","62.000","253.000","1.000","20.200","0.590","1017.300","","0.000","-99.000","-99.000","-99.000","20.200","","10.500",""
"C0F930","2020-02-19 11:00:00","100.000","310.000","1.300","19.600","0.590","1013.300","","0.000","-99.000","-99.000","-99.000","19.600","","8.600",""
"C0I010","2020-02-19 11:00:00","1562.000","332.000","1.400","13.700","0.400","854.700","","0.000","-99.000","-99.000","-99.000","14.000","","5.100",""
"C0R190","2020-02-19 11:00:00","32.000","2.000","1.100","21.700","0.500","1020.100","","0.000","-99.000","-99.000","-99.000","22.200","","12.400",""
"C0E420","2020-02-19 11:00:00","19.000","331.000","2.200","18.200","0.590","1021.000","","0.000","-99.000","-99.000","-99.000","18.200","","8.500",""
"C0W160","2020-02-19 11:00:00","49.000","41.000","11.600","11.300","0.740","1018.300","","0.000","-99.000","-99.000","-99.000","11.300","","9.000",""
"C0I460","2020-02-19 11:00:00","110.000","70.000","1.400","20.400","0.490","1012.000","","0.000","-99.000","-99.000","-99.000","20.400","","10.100",""
"C0A9F0","2020-02-19 11:00:00","35.000","95.000","1.900","20.400","0.500","1021.200","","0.000","8.200","36.000","","20.400","","13.400",""
"C0F9A0","2020-02-19 11:00:00","425.000","298.000","1.700","18.400","0.580","975.700","","0.000","-99.000","-99.000","-99.000","18.400","","11.400",""
"C0O950","2020-02-19 11:00:00","4.000","347.000","1.000","20.300","0.530","1023.800","","0.000","-99.000","-99.000","-99.000","20.300","","10.800",""
"C0M760","2020-02-19 11:00:00","40.000","315.000","1.400","18.500","0.590","1020.500","","0.000","-99.000","-99.000","-99.000","18.500","","10.800",""
"C0AH70","2020-02-19 11:00:00","34.000","83.000","3.600","19.700","0.450","1021.000","","0.000","-99.000","-99.000","-99.000","20.200","","13.300",""
"C0U980","2020-02-19 11:00:00","573.000","144.000","3.700","13.600","0.810","960.600","","0.000","-99.000","-99.000","-99.000","13.600","","8.600",""
"C0S740","2020-02-19 11:00:00","289.000","314.000","0.500","17.900","0.600","994.100","","0.000","-99.000","-99.000","-99.000","17.900","","10.400",""
"C0A940","2020-02-19 11:00:00","49.000","186.000","0.300","19.200","0.560","1020.000","","0.000","-99.000","-99.000","-99.000","19.200","","13.500",""
"C0A920","2020-02-19 11:00:00","196.000","108.000","4.600","17.500","0.620","1000.800","","0.000","11.000","108.000","","17.500","","12.000",""
"C0T870","2020-02-19 11:00:00","135.000","150.000","0.300","17.200","0.600","1010.600","","0.000","-99.000","-99.000","-99.000","17.300","","8.000",""
"C0O930","2020-02-19 11:00:00","69.000","291.000","0.400","22.100","0.590","1017.900","","0.000","-99.000","-99.000","-99.000","22.300","","9.400",""
"C0AI40","2020-02-19 11:00:00","37.000","71.000","3.800","19.400","0.500","1020.500","","0.000","10.400","77.000","","19.400","","13.900",""
"C0C460","2020-02-19 11:00:00","482.000","274.000","0.300","17.800","0.510","968.900","","0.000","-99.000","-99.000","-99.000","17.800","","10.400",""
"C0E520","2020-02-19 11:00:00","320.000","213.000","1.300","20.200","0.510","988.200","","0.000","-99.000","-99.000","-99.000","20.200","","5.600",""
"C0T9D0","2020-02-19 11:00:00","7.000","23.000","0.800","20.100","0.580","1026.800","","0.000","-99.000","-99.000","-99.000","20.100","","13.200",""
"C0I390","2020-02-19 11:00:00","1184.000","241.000","1.000","16.000","0.390","893.400","","0.000","-99.000","-99.000","-99.000","16.000","","5.800",""
"C0B020","2020-02-19 11:00:00","86.000","94.000","6.000","17.700","0.600","1013.600","","0.000","-99.000","-99.000","-99.000","20.300","","13.900",""
"CM0170","2020-02-19 11:00:00","106.000","257.000","3.600","18.300","0.600","1013.400","","0.000","-99.000","-99.000","-99.000","18.500","","10.000",""
"C0F860","2020-02-19 11:00:00","2215.000","212.000","2.400","11.400","0.450","785.300","","0.000","-99.000","-99.000","-99.000","11.400","","0.800",""
"C0U890","2020-02-19 11:00:00","116.000","86.000","1.400","17.000","0.620","1013.900","","0.000","-99.000","-99.000","-99.000","17.300","","11.800",""
"C0G800","2020-02-19 11:00:00","15.000","344.000","2.200","19.600","0.500","1023.300","","0.000","-99.000","-99.000","-99.000","19.600","","10.600",""
"C0F850","2020-02-19 11:00:00","379.000","18.000","0.800","19.200","0.520","980.200","","0.000","-99.000","-99.000","-99.000","19.200","","8.500",""
"C0AH50","2020-02-19 11:00:00","275.000","108.000","3.500","17.500","0.580","991.800","","0.000","9.300","80.000","","17.500","","11.500",""
"C0Z160","2020-02-19 11:00:00","124.000","84.000","0.500","18.100","0.530","1013.300","","0.000","-99.000","-99.000","-99.000","18.100","","10.600",""
"C0R540","2020-02-19 11:00:00","17.000","248.000","3.100","21.100","0.560","1022.200","","0.000","-99.000","-99.000","-99.000","21.400","","14.000",""
"C0K480","2020-02-19 11:00:00","56.000","275.000","1.800","18.800","0.610","1018.200","","0.000","-99.000","-99.000","-99.000","18.800","","10.400",""
"C0H890","2020-02-19 11:00:00","440.000","0.000","0.200","20.200","0.470","972.200","","0.000","-99.000","-99.000","-99.000","20.200","","8.900",""
"C0S770","2020-02-19 11:00:00","375.000","141.000","1.700","18.100","0.660","982.600","","0.000","-99.000","-99.000","-99.000","18.100","","12.900",""
"C0X230","2020-02-19 11:00:00","29.000","323.000","2.300","18.900","0.560","1023.000","","0.000","-99.000","-99.000","-99.000","18.900","","9.600",""
"C0B010","2020-02-19 11:00:00","38.000","98.000","4.400","18.700","0.570","1018.300","","0.000","-99.000","-99.000","-99.000","18.700","","11.800",""
"C0R490","2020-02-19 11:00:00","49.000","31.000","1.100","20.700","0.540","1018.100","","0.000","-99.000","-99.000","-99.000","21.000","","13.800",""
"C0V440","2020-02-19 11:00:00","27.000","280.000","1.100","22.100","0.470","1021.000","","0.000","-99.000","-99.000","-99.000","22.300","","13.600",""
"C0SA40","2020-02-19 11:00:00","200.000","95.000","0.900","17.900","0.560","1003.800","","0.000","-99.000","-99.000","-99.000","18.100","","9.000",""
"C0Z280","2020-02-19 11:00:00","224.000","78.000","0.700","18.900","0.610","1001.700","","0.000","-99.000","-99.000","-99.000","18.900","","11.100",""
"C0Z070","2020-02-19 11:00:00","247.000","128.000","1.200","18.700","0.630","997.300","","0.000","-99.000","-99.000","-99.000","18.700","","10.400",""
"CM0180","2020-02-19 11:00:00","313.000","142.000","0.800","20.400","0.530","988.700","","0.000","-99.000","-99.000","-99.000","20.800","","11.400",""
"C0T9N0","2020-02-19 11:00:00","261.000","86.000","1.600","16.600","0.650","996.600","","0.000","-99.000","-99.000","-99.000","17.600","","10.900",""
"C0K470","2020-02-19 11:00:00","97.000","-99.000","-99.000","-99.000","-99.000","-99.000","","-99.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0R720","2020-02-19 11:00:00","214.000","14.000","5.400","18.400","0.700","1000.800","","0.500","-99.000","-99.000","-99.000","18.600","","14.200",""
"C0V650","2020-02-19 11:00:00","28.000","311.000","3.200","20.000","0.570","1023.500","","0.000","-99.000","-99.000","-99.000","20.100","","12.300",""
"C0H9C0","2020-02-19 11:00:00","3402.000","307.000","1.200","1.000","0.620","677.800","","0.000","-99.000","-99.000","-99.000","1.000","","-4.100",""
"C0U780","2020-02-19 11:00:00","15.000","79.000","1.300","17.600","0.600","1025.200","","0.000","-99.000","-99.000","-99.000","17.600","","12.600",""
"C0U760","2020-02-19 11:00:00","22.000","0.000","0.000","19.100","0.650","1025.800","","0.000","-99.000","-99.000","-99.000","19.100","","12.600",""
"C0X290","2020-02-19 11:00:00","10.000","15.000","2.100","18.100","0.560","1024.100","","0.000","-99.000","-99.000","-99.000","18.100","","12.000",""
"C0E830","2020-02-19 11:00:00","37.000","311.000","2.800","17.400","0.610","1021.100","","0.000","-99.000","-99.000","-99.000","17.700","","9.500",""
"C0K330","2020-02-19 11:00:00","38.000","269.000","0.600","19.600","0.540","1020.200","","0.000","-99.000","-99.000","-99.000","19.600","","10.200",""
"C0M660","2020-02-19 11:00:00","40.000","292.000","1.900","17.900","0.590","1020.900","","0.000","-99.000","-99.000","-99.000","18.200","","10.600",""
"C0D580","2020-02-19 11:00:00","120.000","274.000","0.300","19.300","0.560","1010.600","","0.000","-99.000","-99.000","-99.000","19.300","","6.900",""
"C0R640","2020-02-19 11:00:00","21.000","256.000","2.200","20.300","0.660","1023.100","","0.000","-99.000","-99.000","-99.000","20.300","","14.700",""
"C0E810","2020-02-19 11:00:00","53.000","333.000","2.400","20.000","0.570","1019.700","","0.000","-99.000","-99.000","-99.000","20.000","","6.900",""
"C0A560","2020-02-19 11:00:00","405.000","145.000","1.400","16.700","0.680","978.500","","0.000","6.600","165.000","","16.700","","9.100",""
"C0S950","2020-02-19 11:00:00","415.000","67.000","1.100","16.200","0.710","978.000","","0.000","-99.000","-99.000","-99.000","16.300","","11.000",""
"C0A880","2020-02-19 11:00:00","6.000","175.000","1.900","19.900","0.570","1023.800","","0.000","-99.000","-99.000","-99.000","20.300","","12.500",""
"C0I530","2020-02-19 11:00:00","3014.000","-99.000","-99.000","2.700","0.620","703.800","","0.000","-99.000","-99.000","-99.000","3.800","","-2.900",""
"C0V530","2020-02-19 11:00:00","34.000","239.000","0.500","20.800","0.490","1020.500","","0.000","-99.000","-99.000","-99.000","20.800","","11.000",""
"C0R550","2020-02-19 11:00:00","38.000","304.000","1.300","22.800","0.480","1020.700","","0.000","-99.000","-99.000","-99.000","23.000","","12.700",""
"C0F9L0","2020-02-19 11:00:00","253.000","260.000","2.300","19.400","0.510","995.000","","0.000","-99.000","-99.000","-99.000","19.400","","9.900",""
"C0A950","2020-02-19 11:00:00","60.000","150.000","8.700","18.100","0.580","1018.100","","0.000","-99.000","-99.000","-99.000","18.300","","14.600",""
"C0R160","2020-02-19 11:00:00","45.000","164.000","1.200","21.000","0.620","1018.800","","0.000","-99.000","-99.000","-99.000","21.000","","12.600",""
"C0F9S0","2020-02-19 11:00:00","43.000","310.000","2.100","19.500","0.520","1020.200","","0.000","-99.000","-99.000","-99.000","19.500","","11.500",""
"C0M820","2020-02-19 11:00:00","980.000","256.000","1.700","16.500","0.480","913.500","","0.000","-99.000","-99.000","-99.000","16.500","","8.100",""
"C0G870","2020-02-19 11:00:00","12.000","354.000","2.700","18.800","0.540","1025.200","","0.000","-99.000","-99.000","-99.000","19.000","","10.500",""
"C0R530","2020-02-19 11:00:00","16.000","256.000","3.000","19.900","0.600","1022.600","","0.000","-99.000","-99.000","-99.000","20.500","","13.700",""
"C0O840","2020-02-19 11:00:00","134.000","267.000","1.600","19.300","0.610","1007.500","","0.000","-99.000","-99.000","-99.000","19.300","","10.100",""
"C0A890","2020-02-19 11:00:00","40.000","133.000","0.500","17.700","0.650","1020.200","","0.000","-99.000","-99.000","-99.000","18.200","","10.700",""
"C0A660","2020-02-19 11:00:00","97.000","127.000","0.600","18.900","0.570","1013.400","","0.000","-99.000","-99.000","-99.000","19.000","","11.900",""
"C0T9H0","2020-02-19 11:00:00","725.000","91.000","1.400","16.800","0.740","944.400","","0.000","-99.000","-99.000","-99.000","16.800","","8.800",""
"C0R270","2020-02-19 11:00:00","51.000","301.000","2.400","22.900","0.540","1017.600","","0.000","-99.000","-99.000","-99.000","23.900","","16.000",""
"C0O980","2020-02-19 11:00:00","18.000","357.000","0.700","21.800","0.520","1024.100","","0.000","-99.000","-99.000","-99.000","21.800","","10.900",""
"C0T9I0","2020-02-19 11:00:00","152.000","0.000","0.100","18.500","0.560","1010.000","","0.000","-99.000","-99.000","-99.000","18.600","","12.100",""
"C0V760","2020-02-19 11:00:00","30.000","35.000","1.700","21.300","0.530","1021.500","","0.000","-99.000","-99.000","-99.000","21.400","","13.000",""
"C0AG90","2020-02-19 11:00:00","25.000","131.000","1.200","20.500","0.500","1021.800","","0.000","7.700","107.000","","20.500","","13.600",""
"C0R570","2020-02-19 11:00:00","37.000","68.000","1.700","21.400","0.580","1018.800","","0.000","-99.000","-99.000","-99.000","21.700","","13.400",""
"C0O900","2020-02-19 11:00:00","9.000","283.000","1.800","19.900","0.720","1024.200","","0.000","-99.000","-99.000","-99.000","19.900","","11.300",""
"C0AD00","2020-02-19 11:00:00","86.000","93.000","2.700","19.000","0.600","1014.800","","0.000","10.100","58.000","","19.000","","13.500",""
"C0V700","2020-02-19 11:00:00","24.000","37.000","1.500","21.100","0.560","1021.100","","0.000","-99.000","-99.000","-99.000","21.500","","15.200",""
"C0AH00","2020-02-19 11:00:00","38.000","51.000","3.200","19.000","0.520","1020.100","","0.000","-99.000","-99.000","-99.000","19.000","","11.800",""
"C0X080","2020-02-19 11:00:00","2.000","358.000","1.500","22.100","0.450","1024.700","","0.000","-99.000","-99.000","-99.000","22.300","","9.900",""
"C0G910","2020-02-19 11:00:00","42.000","314.000","2.100","19.100","0.480","1020.800","","0.000","-99.000","-99.000","-99.000","19.100","","10.500",""
"C0I480","2020-02-19 11:00:00","2165.000","311.000","1.100","9.300","0.480","793.500","","0.000","-99.000","-99.000","-99.000","9.800","","-0.600",""
"C0A860","2020-02-19 11:00:00","362.000","77.000","2.400","16.900","0.630","982.500","","0.000","-99.000","-99.000","-99.000","16.900","","10.300",""
"C0U940","2020-02-19 11:00:00","25.000","29.000","0.800","18.500","0.540","1024.700","","0.000","-99.000","-99.000","-99.000","18.900","","11.800",""
"C0S970","2020-02-19 11:00:00","19.000","74.000","5.300","19.900","0.560","1023.800","","0.000","-99.000","-99.000","-99.000","19.900","","16.000",""
"C0V260","2020-02-19 11:00:00","126.000","234.000","0.900","22.200","0.530","1009.800","","0.000","-99.000","-99.000","-99.000","22.200","","10.800",""
"C0H990","2020-02-19 11:00:00","3076.000","185.000","3.400","4.600","0.550","708.100","","0.000","-99.000","-99.000","-99.000","4.600","","-2.400",""
"C0F9K0","2020-02-19 11:00:00","30.000","354.000","3.500","16.700","0.660","1021.000","","0.000","-99.000","-99.000","-99.000","17.100","","10.600",""
"C0AH90","2020-02-19 11:00:00","660.000","91.000","1.500","12.300","0.780","952.300","","0.000","-99.000","-99.000","-99.000","12.300","","7.000",""
"C0W150","2020-02-19 11:00:00","42.000","57.000","3.800","13.100","0.530","1023.700","","0.000","-99.000","-99.000","-99.000","13.400","","9.800",""
"C0F000","2020-02-19 11:00:00","273.000","305.000","1.400","18.100","0.550","991.400","","0.000","-99.000","-99.000","-99.000","18.100","","9.800",""
"C0K410","2020-02-19 11:00:00","20.000","299.000","1.500","19.000","0.540","1021.800","","0.000","-99.000","-99.000","-99.000","19.000","","10.600",""
"C0R140","2020-02-19 11:00:00","740.000","348.000","1.800","16.500","0.700","942.000","","0.000","-99.000","-99.000","-99.000","16.500","","10.500",""
"C0V800","2020-02-19 11:00:00","256.000","130.000","1.100","21.300","0.550","992.800","","0.000","-99.000","-99.000","-99.000","21.300","","12.900",""
"C0S830","2020-02-19 11:00:00","288.000","123.000","1.300","17.900","0.670","994.900","","0.000","-99.000","-99.000","-99.000","20.300","","12.900",""
"C0S920","2020-02-19 11:00:00","98.000","165.000","1.400","21.000","0.520","1009.700","","0.000","-99.000","-99.000","-99.000","21.000","","12.700",""
"C0V640","2020-02-19 11:00:00","35.000","326.000","0.600","20.700","0.590","1021.000","","0.000","-99.000","-99.000","-99.000","20.700","","12.500",""
"C0AH80","2020-02-19 11:00:00","68.000","164.000","2.500","19.300","0.560","1015.800","","0.000","8.800","59.000","","19.400","","8.700",""
"C0K250","2020-02-19 11:00:00","12.000","290.000","0.800","20.600","0.490","1024.000","","0.000","-99.000","-99.000","-99.000","21.200","","8.500",""
"C0R840","2020-02-19 11:00:00","536.000","59.000","4.200","17.400","-99.000","963.200","","0.500","-99.000","-99.000","-99.000","17.400","","11.100",""
"C0I410","2020-02-19 11:00:00","180.000","237.000","1.000","19.900","0.530","1003.200","","0.000","-99.000","-99.000","-99.000","19.900","","9.400",""
"C0M410","2020-02-19 11:00:00","245.000","142.000","2.300","22.800","0.470","991.900","","0.000","-99.000","-99.000","-99.000","22.800","","10.500",""
"C0F9Z0","2020-02-19 11:00:00","3193.000","296.000","3.400","4.000","0.520","698.000","","0.000","10.900","285.000","","4.400","","0.200",""
"C0G810","2020-02-19 11:00:00","26.000","314.000","1.500","20.200","0.520","1021.700","","0.000","-99.000","-99.000","-99.000","20.200","","11.100",""
"C0U650","2020-02-19 11:00:00","442.000","92.000","1.400","15.800","0.700","975.100","","0.000","-99.000","-99.000","-99.000","15.800","","9.700",""
"C0D660","2020-02-19 11:00:00","65.000","296.000","1.600","19.300","0.520","1017.300","","0.000","-99.000","-99.000","-99.000","19.300","","11.100",""
"C0E540","2020-02-19 11:00:00","32.000","321.000","1.500","19.600","0.590","1021.900","","0.000","-99.000","-99.000","-99.000","19.600","","7.700",""
